ICD10;AirP;AQHI;SA;CO;SC;O3;SO;PM2.5;SP;AQHIX;SX;NO2;SN;O3H8;SH;SO2;SS;LAG
C00 - D48;Age 0-10 Female;-0.06860083;0.04100107;-0.3333841;0.3651262;-0.005541202;0.00518527;-0.003509549;0.005140443;-0.04465768;0.02794398;-0.00674554;0.004913414;-0.004097089;0.003316031;-0.090776671;0.026488944;6
C00 - D48;Age 0-10 Male;0.03737106;0.04028481;-0.01759013;0.3525065;0.001181046;0.005026893;0.003408051;0.004955891;0.02692161;0.0278978;0.003847677;0.004810311;0.002518299;0.003225918;0.006816169;0.023516243;6
C00 - D48;Age 11-60 All;-0.01087663;0.00835176;-0.18476644;0.07370617;0.001262843;0.001021138;-0.002345246;0.001049365;-0.006026944;0.005657627;-0.0013495;0.000988255;-3.08E-05;6.52E-04;-0.012250586;0.004990299;6
C00 - D48;Age 11-60 Female;-0.013085037;0.009133144;-0.17711299;0.08043982;0.000917126;0.001118257;-0.002750033;0.001149317;-0.006233708;0.006187802;-0.001315497;0.001079391;-0.000113244;0.000714493;-0.015635678;0.005480209;6
C00 - D48;Age 11-60 Male;-0.007121977;0.010370758;-0.19819676;0.09185995;0.001851847;0.001264995;-0.001660713;0.001299893;-0.00568976;0.007023454;-0.001411385;0.001229776;0.000108403;0.000807045;-0.006619551;0.006152412;6
C00 - D48;Age 60+All;-0.01631198;0.00802734;-0.1094891;0.07094859;-0.000397512;0.000977814;-0.001840158;0.001007201;-0.010301414;0.005429655;-0.001542981;0.000951415;-0.000893069;0.000622757;-0.012633692;0.004860134;6
C00 - D48;Age 60+ Female;-0.016847871;0.009180018;-0.14283706;0.08101072;0.000310338;0.001117755;-0.001446161;0.001149346;-0.013082167;0.006212296;-0.002231021;0.001089125;-0.000840005;0.000712723;-0.013229617;0.005569648;6
C00 - D48;Age 60+ Male;-0.015874965;0.008920583;-0.08165968;0.07893318;-0.000983897;0.001086806;-0.002169017;0.001121182;-0.008007427;0.006030986;-0.000976458;0.001056236;-0.000936684;0.000691591;-0.012138484;0.005392162;6
C00 - D48;All: LAG 7;-0.002128269;0.0074486;-0.05006998;0.06775633;0.000931172;0.000925035;-0.000145185;0.000929749;-0.002775731;0.005022561;-0.000772914;0.000875999;0.00016362;0.000587242;-0.009400265;0.004535833;7
C00 - D48;Female;-0.002042336;0.007952067;-0.06140449;0.07228339;0.001392494;0.000987499;-0.000108589;0.000991834;-0.003681163;0.005369153;-0.001036285;0.000936564;0.000224544;0.00062715;-0.008778317;0.00484201;7
C00 - D48;Male;-0.002217892;0.008184084;-0.0374903;0.07450563;0.000412891;0.001016293;-0.000185793;0.001022419;-0.001755594;0.005510305;-0.00047773;0.00096091;9.63E-05;6.45E-04;-0.010089308;0.004984898;7
C00 - D48;Warm All;0.005051784;0.006206698;0.05618916;0.07177321;0.00195335;0.000759941;0.001794231;0.00086459;-0.003520669;0.004133732;-0.001430378;0.000876411;0.000127649;0.00042087;-1.84E-02;4.67E-03;7
C00 - D48;Warm Female;0.0072814;0.006799668;0.07971064;0.07856643;0.00223543;0.000831432;0.002213503;0.000947022;-0.003281095;0.004533279;-0.001392015;0.000961922;0.00015117;0.000460973;-0.016634017;0.005133524;7
C00 - D48;Warm Male;0.00257444;0.006970659;0.03028518;0.08068831;0.001631808;0.000854795;0.001327612;0.00097121;-0.003774428;0.004637661;-0.001466784;0.000982412;0.000100253;0.000472813;-2.04E-02;5.23E-03;7
C00 - D48;Cold All;-0.010430676;0.008845787;-0.10127617;0.06567715;-0.000868954;0.001126389;-0.001564518;0.000986235;-0.000916794;0.006068338;-0.000172238;0.000880509;0.000144695;0.000948406;-0.002829432;0.004486637;7
C00 - D48;Cold Female;-0.013528495;0.009265115;-0.12900772;0.06885196;-0.000205842;0.001182308;-0.001753774;0.001032203;-0.004145168;0.006367314;-0.000701377;0.000924387;0.000183318;0.000993442;-0.002792195;0.004697405;7
C00 - D48;Cold Male;-0.006904435;0.00958925;-0.07017954;0.07112611;-0.001616284;0.001218091;-0.001347949;0.001070026;0.002734404;0.006564962;0.000423787;0.000951955;0.00010401;0.001028057;-0.00287108;0.004866192;7
C00 - D48;Age 0-10 All;-0.0597152;0.03293503;0.03508645;0.28670871;-0.007553013;0.00403025;-0.004293823;0.004140553;-0.02549657;0.02223193;-0.003228184;0.003825823;-0.002760178;0.002603368;-0.04583383;0.01964464;7
C00 - D48;Age 0-10 Female;-0.09581415;0.0412396;-0.3667509;0.357646;-0.004489879;0.004990751;-0.006347154;0.005276664;-0.05730533;0.02786404;-0.00998682;0.004853953;-0.003267729;0.003210606;-0.0635115;0.02541629;7
C00 - D48;Age 0-10 Male;-0.02293587;0.03993179;0.4305678;0.3500586;-0.010890405;0.004960219;-0.002038192;0.00493895;0.006207129;0.026964471;0.003247151;0.004593674;-0.00223382;0.003211641;-0.02838999;0.02310424;7
C00 - D48;Age 11-60 All;-0.003206564;0.008231085;-0.05665208;0.07494708;0.001185772;0.001025022;-0.000259017;0.001028686;-0.003435162;0.005547266;-0.001023614;0.000966691;0.000273552;0.000650379;-0.00619655;0.004976115;7
C00 - D48;Age 11-60 Female;-0.003073169;0.00899578;-0.05781787;0.08161289;0.001659803;0.00111978;-0.000557017;0.001123648;-0.002921093;0.006072147;-0.001118373;0.001057399;0.000518165;0.000711352;-0.0085871;0.005438442;7
C00 - D48;Age 11-60 Male;-0.003425769;0.010222728;-0.05514906;0.09366354;0.000378841;0.001273635;0.000252778;0.001278716;-0.004304303;0.006871332;-0.000863054;0.001198882;-0.000141231;0.000806615;-0.002081165;0.006179214;7
C00 - D48;Age 60+All;-0.000681343;0.007920496;-0.04615117;0.07203743;0.000842838;0.000981806;-1.41E-05;9.88E-04;-0.002041879;0.00534282;-0.000559044;0.000932597;0.00011388;0.000623384;-0.011375469;0.004851274;7
C00 - D48;Age 60+ Female;0.000213136;0.009034202;-0.06073443;0.08234267;0.00119643;0.001119606;0.000424717;0.001124679;-0.003772933;0.006101918;-0.000835123;0.001066335;-2.81E-05;7.11E-04;-0.008239691;0.005542732;7
C00 - D48;Age 60+ Male;-0.001429043;0.008815115;-0.03432533;0.08002879;0.000547575;0.001092849;-0.00038166;0.001100664;-0.00059807;0.00593988;-0.000330795;0.001035819;0.000234205;0.000694107;-0.013959701;0.005392672;7
C00 - D48;All: LAG 8;0.006388237;0.007462105;0.07897129;0.06767675;-3.63E-05;9.19E-04;0.000880047;0.000918735;0.003334036;0.005083203;0.000638972;0.00089591;0.000167542;0.000587589;-0.006108825;0.004516165;8
C00 - D48;Female;0.009500036;0.007963734;0.10791399;0.07202409;9.99537E-05;0.000982964;0.001105887;0.000979288;0.005996195;0.005428414;0.000972436;0.00095638;0.000478562;0.000628535;-0.005491595;0.004829709;8
C00 - D48;Male;0.002890449;0.008195947;0.04587432;0.07456718;-0.000188061;0.001007823;0.000623774;0.001010561;0.000350426;0.005578761;0.000264778;0.000983741;-0.000179022;0.000643676;-0.006796725;0.00494966;8
C00 - D48;Warm All;0.015536072;0.006328012;0.240082926;0.072331303;0.000678619;0.000752908;0.002225626;0.000875396;0.007466067;0.004249751;0.001858195;0.000916218;0.000410447;0.000423575;-0.006105414;0.004707688;8
C00 - D48;Warm Female;0.020079316;0.006937907;0.281048104;0.079331657;0.000999141;0.000825714;0.002530351;0.000958285;0.012081457;0.004663;0.002511923;0.001005691;0.000925846;0.000464829;-0.004000704;0.005180514;8
C00 - D48;Warm Male;0.010469898;0.007097774;0.19457207;0.08111988;0.000321423;0.000844219;0.001882658;0.00098369;0.00233255;0.004761126;0.001132431;0.001026316;-0.000163231;0.000474386;-0.008396628;0.005259417;8
C00 - D48;Cold All;-0.004340333;0.008643241;0.001607998;0.065318526;-0.001419495;0.001126877;-0.000144956;0.000952689;-0.001409568;0.006005449;7.04E-05;8.88E-04;-0.000795642;0.000930247;-0.006322868;0.004417411;8
C00 - D48;Cold Female;-0.002893252;0.009052122;0.02529162;0.06820137;-0.001510774;0.001184228;5.33E-05;9.97E-04;-0.001399786;0.006291507;0.000187592;0.000930276;-0.0011248;0.000977188;-0.006480925;0.004636513;8
C00 - D48;Cold Male;-0.006015285;0.00937035;-0.02587895;0.07105158;-0.00132304;0.001217081;-0.000372003;0.001033395;-0.00144267;0.006508341;-6.32E-05;9.62E-04;-0.000433695;0.001005088;-0.006152185;0.004777675;8
C00 - D48;Age 0-10 All;-0.0418102;0.03300228;-0.2014277;0.2922418;-0.00086105;0.00412214;-0.002706049;0.004125081;-0.03564214;0.02235317;-0.005097634;0.003908502;-0.003452761;0.002602399;-0.005239615;0.019403787;8
C00 - D48;Age 0-10 Female;-0.0495127;0.04176929;-0.6150628;0.37243075;0.005165295;0.005148082;-0.005942901;0.005254871;-0.05165221;0.02823916;-0.008198121;0.00496956;-0.004062452;0.003236923;-0.02397233;0.02497277;8
C00 - D48;Age 0-10 Male;-0.03480127;0.03977755;0.1711412;0.3503129;-0.006545569;0.005044494;0.000378309;0.004930327;-0.02141749;0.02700571;-0.002457472;0.004690172;-0.002831428;0.00319699;0.0122674;0.02300749;8
C00 - D48;Age 11-60 All;0.005478227;0.008248832;0.09337234;0.07473253;8.28E-05;1.02E-03;0.000595652;0.001015128;0.002640384;0.005625148;0.000559837;0.000988841;7.40E-05;6.53E-04;-0.004212179;0.004956135;8
C00 - D48;Age 11-60 Female;0.007011128;0.009005118;0.11490222;0.08133072;-3.83E-05;1.12E-03;0.000625179;0.001107828;0.00557177;0.006140718;0.000880551;0.001079636;0.000470739;0.000713662;-0.005551292;0.005417941;8
C00 - D48;Age 11-60 Male;0.002832683;0.010257254;0.05559843;0.09342628;0.000282594;0.001263259;0.000542533;0.001263097;-0.002373325;0.00699396;1.18E-05;1.23E-03;-0.000602539;0.000811071;-0.001933058;0.006148507;8
C00 - D48;Age 60+All;0.007638264;0.00793106;0.07151875;0.07201043;-0.000112506;0.000974272;0.001132545;0.000976647;0.004319585;0.00539874;0.000767946;0.000953454;0.000279661;0.000621916;-0.00756546;0.004828132;8
C00 - D48;Age 60+ Female;0.012790086;0.009047244;0.11004484;0.08196097;0.000168222;0.001111556;0.001686487;0.001111675;0.007165826;0.006165274;0.001187815;0.001088503;0.00054196;0.000711234;-0.005177942;0.00553403;8
C00 - D48;Age 60+ Male;0.003383756;0.00881908;0.0389542;0.08022384;-0.000344373;0.001083261;0.000670288;0.001088057;0.001981866;0.005997749;0.000422572;0.00105952;6.53E-05;6.90E-04;-0.009517133;0.005348413;8
C00 - D48;All: LAG 9;-0.002385246;0.007561106;0.05038344;0.0670776;-0.000161373;0.000910954;0.000108589;0.000928256;-0.001903699;0.005156838;-0.000371091;0.000906417;-7.33E-05;5.91E-04;-0.008236323;0.004431846;9
C00 - D48;Female;-0.001584991;0.008080286;0.07980551;0.07141659;-0.0001144;0.000974341;0.000255597;0.000992326;-0.000651873;0.005508133;-0.000341817;0.000967526;0.0002052;0.000632163;-0.009155635;0.004746392;9
C00 - D48;Male;-0.003280645;0.008302013;0.01688521;0.07395886;-0.000212987;0.000999258;-5.49E-05;1.02E-03;-0.003309269;0.005665318;-0.000404815;0.000996546;-0.000383242;0.000648133;-0.007218262;0.004854777;9
C00 - D48;Warm All;0.003249689;0.00646569;0.12824367;0.07384377;-0.000195723;0.000746638;0.001068013;0.000895829;-0.000971215;0.004352976;0.000326876;0.000948928;-0.000345561;0.000424303;-0.008310366;0.004777742;9
C00 - D48;Warm Female;0.003932474;0.007099922;0.209481879;0.080919689;-0.000467367;0.000821205;0.001182822;0.000983583;0.001231919;0.004776661;0.000694978;0.001039515;-0.000136532;0.00046626;-0.007819331;0.005253816;9
C00 - D48;Warm Male;0.002475235;0.007256436;0.03717044;0.08305028;0.000102683;0.000836409;0.000939855;0.00100559;-0.003443914;0.004888698;-8.83E-05;1.07E-03;-0.000579303;0.000475775;-0.008846164;0.005353984;9
C00 - D48;Cold All;-0.006890079;0.008673508;0.01987464;0.06379827;-0.000385405;0.001129247;-0.000599578;0.000952174;-0.000792412;0.006037194;-0.000414895;0.000891311;0.000837764;0.000945162;-0.008108831;0.004254348;9
C00 - D48;Cold Female;-0.005733771;0.009100477;0.02718473;0.06671195;2.22E-06;1.18E-03;-0.000401574;0.000999994;-0.000432764;0.006331825;-0.000518122;0.00093505;0.001288768;0.000992223;-0.009746512;0.004477043;9
C00 - D48;Cold Male;-0.00818993;0.00939283;0.0115495;0.06935447;-0.000820467;0.00122279;-0.000819376;0.001030044;-0.001203075;0.006540839;-0.000299853;0.000965382;0.000332791;0.001022908;-0.006286436;0.004592022;9
C00 - D48;Age 0-10 All;-0.006209724;0.03383004;-0.2952331;0.2896247;0.00211592;0.004102566;-9.21E-05;4.13E-03;-0.003774974;0.023033272;-0.002095489;0.003946782;0.001515722;0.002677942;0.005913483;0.018344201;9
C00 - D48;Age 0-10 Female;0.03475329;0.04178069;-0.60491673;0.35936039;0.013965204;0.005066401;-0.002242879;0.005166017;0.04372404;0.02864187;-0.001172828;0.004939865;0.012337812;0.003299493;-0.01203805;0.02300571;9
C00 - D48;Age 0-10 Male;-0.04456617;0.04152867;0.01061935;0.35528456;-0.009341703;0.005048153;0.002049407;0.005003214;-0.04822941;0.02814461;-0.002842008;0.004787668;-0.009173554;0.003315989;0.02400251;0.02225783;9
C00 - D48;Age 11-60 All;0.000956311;0.008377034;0.08961553;0.07409734;-0.000409056;0.001011209;0.000350539;0.001028096;0.000882231;0.005708494;0.000216263;0.001000733;-1.10E-05;6.57E-04;-0.009251265;0.004863778;9
C00 - D48;Age 11-60 Female;0.001262187;0.009152232;0.14292351;0.08060837;-0.00074964;0.001106385;0.000360535;0.001124044;0.002127179;0.006235298;0.000462661;0.001091811;2.98E-05;7.19E-04;-0.009239174;0.005321929;9
C00 - D48;Age 11-60 Male;0.000419949;0.010426014;-0.003077345;0.092895573;0.000166192;0.001255392;0.000332466;0.001277986;-0.001253682;0.007107376;-0.000208016;0.001248436;-8.15E-05;8.16E-04;-0.009280514;0.006038374;9
C00 - D48;Age 60+All;-0.004790464;0.008026016;0.02590211;0.0713866;-7.51E-06;9.66E-04;-6.75165E-05;0.000985674;-0.003925084;0.005477336;-0.00078504;0.000964911;-0.000135888;0.000625591;-0.007664918;0.004742811;9
C00 - D48;Age 60+ Female;-0.004916193;0.009174075;0.02476757;0.08140602;0.000355101;0.001103318;0.000181014;0.001126549;-0.004020788;0.006256791;-0.001160313;0.001102734;0.000234971;0.000714798;-0.009009383;0.005451914;9
C00 - D48;Age 60+ Male;-0.004665834;0.00892164;0.02687992;0.07951033;-0.000305642;0.00107354;-0.000270541;0.001095772;-0.003836111;0.006091894;-0.00047338;0.001072738;-0.000441621;0.000695595;-0.00656186;0.005247994;9
C00 - D48;All: LAG 10;0.000292071;0.007578586;0.0272448;0.0670372;-0.000154372;0.000904415;0.000863902;0.00093801;-0.001908055;0.005179058;-0.000293741;0.000904945;-0.000146016;0.000588415;-0.00403964;0.004426068;10
C00 - D48;Female;-0.001542082;0.008083643;0.06079404;0.07145882;-0.0006646;0.000966386;0.000872675;0.001001584;-0.002899379;0.00551842;-0.000295668;0.000963846;-0.000389633;0.00062788;-0.004095862;0.004736483;10
C00 - D48;Male;0.002357082;0.008338197;-0.01061252;0.07381193;0.000416313;0.000993037;0.000858118;0.001030835;-0.000806158;0.005705016;-0.000294012;0.00099732;0.000125705;0.000647091;-0.003982613;0.004852083;10
C00 - D48;Warm All;0.006669256;0.006465608;0.09774236;0.07620543;-0.000300126;0.00073905;0.001767915;0.000902837;0.000906672;0.004386856;0.000916728;0.0009514;-0.000301438;0.000423079;-0.004180553;0.004785775;10
C00 - D48;Warm Female;0.001473406;0.007096383;0.15338846;0.08344725;-0.001015633;0.000811291;0.001540537;0.000992228;-0.002145859;0.004804513;0.000456119;0.001040782;-0.000611065;0.000463763;-0.00726089;0.005262273;10
C00 - D48;Warm Male;0.012447331;0.007255123;0.03500582;0.08573056;0.000494967;0.000829018;0.002024494;0.001011782;0.004299049;0.00493443;0.001431632;0.0010716;4.11E-05;4.75E-04;-0.000791705;0.005358994;10
C00 - D48;Cold All;-0.004403276;0.008737752;0.00923375;0.06286378;-0.00054785;0.0011292;0.000332379;0.00096349;-0.002351515;0.006055289;-0.000471017;0.000888139;0.000298802;0.000942687;-0.004495157;0.004238265;10
C00 - D48;Cold Female;-0.001832308;0.009128866;0.03327934;0.06584866;-0.000721297;0.001184481;0.000501928;0.001009001;-0.000393069;0.006326456;-0.000176783;0.000929002;0.000351979;0.00098564;-0.003105972;0.004455543;10
C00 - D48;Cold Male;-0.00736441;0.009510939;-0.01803303;0.06822644;-0.000349909;0.001223497;0.000138865;0.001045937;-0.004609398;0.006590816;-0.000808771;0.00096539;0.000238066;0.001025175;-0.006038845;0.004581189;10
C00 - D48;Age 0-10 All;-0.009130962;0.033218754;-0.3535555;0.2907584;0.001700668;0.004036566;0.003417628;0.004034879;-0.02244855;0.02297847;-0.004074846;0.003890159;-0.000872403;0.002719701;-0.000830847;0.018863627;10
C00 - D48;Age 0-10 Female;0.03704654;0.04092094;-0.2597242;0.364057;0.0034122;0.005077408;0.006630894;0.004936042;0.01872981;0.02857379;0.000850378;0.004897324;0.003945834;0.003336877;0.0010422;0.02395012;10
C00 - D48;Age 0-10 Male;-0.05281498;0.04088897;-0.4399515;0.3530228;0.000175568;0.004876923;0.000533817;0.004998674;-0.06097027;0.02808788;-0.008517199;0.004704242;-0.005576292;0.003360453;-0.001531804;0.022575567;10
C00 - D48;Age 11-60 All;0.001917121;0.008394681;0.07030185;0.07424437;-0.000229349;0.001004473;0.000672773;0.00103832;0.000400911;0.005731254;0.000118942;0.000997913;-2.06E-05;6.54E-04;-0.003626043;0.004850688;10
C00 - D48;Age 11-60 Female;-0.00173649;0.009162066;0.09990087;0.0808333;-0.000516483;0.001098055;0.000343495;0.001134962;-0.002023369;0.00624936;-0.000153603;0.001087652;-0.000332443;0.00071463;-0.00358995;0.005309202;10
C00 - D48;Age 11-60 Male;0.008200348;0.010460146;0.01921203;0.09291562;0.000255705;0.001248216;0.0012354;0.001290493;0.004589815;0.00715308;0.000592917;0.001246471;0.000511386;0.000814534;-0.003702942;0.006015031;10
C00 - D48;Age 60+All;-0.000798517;0.008046923;0.000493315;0.071198311;-0.00012285;0.000958238;0.00097168;0.000996738;-0.003371186;0.005502052;-0.000554052;0.000964275;-0.000229905;0.00062258;-0.004395089;0.004739027;10
C00 - D48;Age 60+ Female;-0.001814672;0.009174518;0.02552474;0.08126212;-0.000872247;0.00109351;0.001339594;0.001137417;-0.004028511;0.006266568;-0.000449096;0.001098825;-0.00049841;0.000709131;-0.004671024;0.005438115;10
C00 - D48;Age 60+ Male;7.46333E-05;0.008966275;-0.02016204;0.07926337;0.000500645;0.001066827;0.000675248;0.001109845;-0.002831636;0.006135974;-0.000642253;0.001074929;-7.27E-06;6.94E-04;-0.004168605;0.00525243;10
C00 - D48;All: LAG 11;0.006224974;0.007599094;0.0277186;0.06677517;0.000418133;0.000899458;0.001029009;0.000945692;0.005269004;0.00521572;0.000269658;0.000914463;0.000993399;0.000587629;0.00215296;0.004469196;11
C00 - D48;Female;0.005975068;0.008123013;0.05665587;0.07122495;7.82E-05;9.62E-04;0.001026975;0.001011291;0.005258674;0.005571846;0.000438778;0.000975943;0.000811863;0.000628703;0.003340708;0.004782774;11
C00 - D48;Male;0.006504331;0.008340659;-0.004738674;0.073469342;0.000795791;0.000986467;0.00103032;0.00103755;0.00528395;0.005728765;8.08E-05;1.01E-03;0.001195039;0.000644349;0.000837618;0.004899065;11
C00 - D48;Warm All;0.008692485;0.006356083;-0.01639521;0.07659668;0.0002124;0.000726704;0.000521416;0.000892173;0.012304241;0.004370629;0.001729814;0.000948729;0.001309853;0.000421781;-1.99E-05;4.73E-03;11
C00 - D48;Warm Female;0.004900606;0.006992816;0.04852045;0.08397022;-0.000244717;0.000798822;0.000193363;0.000983143;0.009573134;0.00480053;0.001411728;0.001041265;0.00098393;0.000463737;-0.000631255;0.00519719;11
C00 - D48;Warm Male;0.012866536;0.007115289;-0.08875828;0.08606203;0.000716287;0.000814143;0.00087936;0.00099693;0.015333818;0.004902783;0.002084427;0.001064956;0.00166974;0.000472625;0.000653235;0.005290557;11
C00 - D48;Cold All;0.005295011;0.008999935;0.06779796;0.06230661;2.56E-05;1.13E-03;0.001559389;0.000986608;-0.000864287;0.00620778;-9.47E-05;9.06E-04;-9.89E-05;9.45E-04;0.002861274;0.004330513;11
C00 - D48;Cold Female;0.008961366;0.009420142;0.08158239;0.06533841;-0.000155009;0.001189626;0.001766166;0.001033752;0.002204874;0.006502825;0.000313727;0.000949229;0.000121537;0.00099086;0.004920642;0.004553612;11
C00 - D48;Cold Male;0.001141403;0.009777617;0.0524038;0.06755238;0.000227723;0.001226683;0.001326517;0.00107064;-0.004327783;0.00673795;-0.000555408;0.000982603;-0.000345396;0.001024747;0.000570682;0.004680252;11
C00 - D48;Age 0-10 All;-0.02698075;0.03348034;-0.164194;0.2874239;-0.002890648;0.00401401;-0.001017784;0.004077935;-0.01212636;0.02304459;-0.002159136;0.003952426;-0.000562885;0.00262053;0.002402126;0.01931683;11
C00 - D48;Age 0-10 Female;0.007732013;0.040957897;-0.2022972;0.361719;0.001380786;0.005086995;0.001486744;0.004941875;0.01136532;0.02825583;-0.000262887;0.004929948;0.003125049;0.003218325;0.006998611;0.024551484;11
C00 - D48;Age 0-10 Male;-0.06267402;0.04148586;-0.1300781;0.3472994;-0.006845814;0.004814904;-0.003582188;0.005101364;-0.03592514;0.02850035;-0.003969623;0.004810355;-0.004264551;0.00323537;-0.00083587;0.023122123;11
C00 - D48;Age 11-60 All;0.005680305;0.00841441;0.05717754;0.07400379;0.00033376;0.00099854;0.000777558;0.001047146;0.005344641;0.005771439;0.000359667;0.001008347;0.000923031;0.000653103;0.00383846;0.00491199;11
C00 - D48;Age 11-60 Female;0.005498802;0.009201621;0.09838998;0.08062473;9.78E-05;1.09E-03;0.000927039;0.001145832;0.004529582;0.006310341;0.000391514;0.001101575;0.000690169;0.000715098;0.005929477;0.005363648;11
